BNP.PA,FP.PA,MC.PA,ML.PA,SAN.PA
50.27429962158203,45.32500076293945,84.0,31.692699432373047,55.79999923706055
50.17539978027344,45.0,85.4000015258789,31.25790023803711,57.20000076293945
49.38359832763672,44.849998474121094,86.0,31.016300201416016,55.0
48.09709930419922,43.29999923706055,84.0,30.484899520874023,54.75
47.05799865722656,42.275001525878906,84.55000305175781,30.368900299072266,57.5
48.29499816894531,40.974998474121094,83.4000015258789,30.19499969482422,57.5
49.33420181274414,41.0,83.1500015258789,29.953399658203125,58.0
49.38359832763672,41.349998474121094,85.0999984741211,29.731199264526367,59.5
49.482601165771484,41.42499923706055,85.30000305175781,30.668399810791016,60.0
49.433101654052734,41.45000076293945,85.55000305175781,30.436599731445312,60.900001525878906
50.52170181274414,42.625,85.55000305175781,30.822999954223633,61.400001525878906
48.98780059814453,43.275001525878906,86.30000305175781,30.29159927368164,60.54999923706055
49.433101654052734,42.67499923706055,85.0999984741211,29.96310043334961,62.400001525878906
49.38359832763672,42.599998474121094,85.1500015258789,30.803699493408203,61.0
49.631099700927734,43.224998474121094,84.1500015258789,30.001699447631836,61.20000076293945
47.750701904296875,42.724998474121094,81.0999984741211,29.856800079345703,61.79999923706055
47.30540084838867,44.650001525878906,83.4000015258789,29.96310043334961,61.04999923706055
44.03950119018555,44.57500076293945,82.19999694824219,30.19499969482422,61.400001525878906
44.43539810180664,45.875,83.30000305175781,29.789199829101562,59.5
45.12810134887695,44.525001525878906,81.5,29.856800079345703,60.75
45.07870101928711,43.275001525878906,81.5999984741211,29.682899475097656,60.45000076293945
45.919898986816406,43.29999923706055,80.3499984741211,29.779499053955078,62.0
45.57350158691406,42.875,79.0,29.702199935913086,60.79999923706055
46.117801666259766,43.150001525878906,80.4000015258789,29.71190071105957,60.0
46.018798828125,42.75,81.4000015258789,30.146699905395508,58.75
46.61259841918945,43.5,81.19999694824219,30.272300720214844,60.79999923706055
47.750701904296875,43.45000076293945,83.80000305175781,30.088699340820312,61.29999923706055
47.849700927734375,43.42499923706055,83.05000305175781,30.098400115966797,62.79999923706055
46.86000061035156,42.099998474121094,83.25,30.127300262451172,62.75
46.51359939575195,41.599998474121094,84.44999694824219,30.822999954223633,61.5
47.849700927734375,41.275001525878906,84.9000015258789,30.668399810791016,62.5
50.27429962158203,42.150001525878906,86.0,32.94879913330078,62.0
50.17539978027344,42.75,86.5999984741211,32.75550079345703,61.599998474121094
50.57120132446289,41.900001525878906,85.3499984741211,32.36899948120117,62.45000076293945
50.22480010986328,40.75,86.5,33.035701751708984,63.0
49.482601165771484,39.900001525878906,87.05000305175781,33.81840133666992,62.25
49.482601165771484,40.92499923706055,85.80000305175781,33.81840133666992,62.5
49.97740173339844,40.75,86.0,33.141998291015625,62.849998474121094
49.878501892089844,40.599998474121094,85.19999694824219,33.296600341796875,65.0
48.93830108642578,40.150001525878906,83.5999984741211,33.40290069580078,66.30000305175781
48.789798736572266,40.474998474121094,80.5,33.57680130004883,65.8499984741211
49.03730010986328,41.5,81.3499984741211,34.30149841308594,66.19999694824219
48.839298248291016,42.07500076293945,82.0,34.011600494384766,68.5
46.018798828125,41.95000076293945,81.5,32.9005012512207,68.5
45.96929931640625,41.17499923706055,80.5,32.85210037231445,68.05000305175781
45.4744987487793,41.224998474121094,79.1500015258789,32.47529983520508,66.0
45.62300109863281,41.95000076293945,81.0,32.10810089111328,66.0
43.69309997558594,41.5,80.5,31.914899826049805,65.80000305175781
43.9900016784668,42.45000076293945,78.1500015258789,32.17580032348633,67.80000305175781
45.07870101928711,42.70000076293945,79.0,32.86180114746094,66.94999694824219
45.07870101928711,42.724998474121094,81.0,32.320701599121094,65.80000305175781
44.7322998046875,42.5,80.0999984741211,32.127498626708984,67.1500015258789
44.7322998046875,41.54999923706055,79.5,31.982500076293945,67.8499984741211
43.94060134887695,41.07500076293945,76.0,31.885900497436523,70.0
44.78179931640625,40.25,73.0,32.34000015258789,66.80000305175781
43.79209899902344,39.17499923706055,70.8499984741211,32.079200744628906,66.0
44.33639907836914,39.5,72.0,32.24340057373047,67.5999984741211
44.930198669433594,37.150001525878906,72.5999984741211,32.62030029296875,62.75
45.870399475097656,38.349998474121094,72.19999694824219,32.610599517822266,63.5
45.4744987487793,36.95000076293945,73.5,33.064701080322266,61.349998474121094
47.20640182495117,36.82500076293945,76.5999984741211,33.35459899902344,63.70000076293945
47.70119857788086,37.400001525878906,77.0,32.60089874267578,63.0
47.453800201416016,38.275001525878906,74.0999984741211,32.36899948120117,61.79999923706055
45.52399826049805,37.07500076293945,72.55000305175781,32.75550079345703,62.0
46.41469955444336,37.0,69.8499984741211,33.8474006652832,61.849998474121094
45.96929931640625,37.67499923706055,73.25,34.108299255371094,60.900001525878906
46.81060028076172,38.5,74.0,36.23400115966797,62.099998474121094
44.484901428222656,37.375,69.0999984741211,36.717098236083984,63.0
44.534400939941406,37.875,67.30000305175781,37.19060134887695,65.30000305175781
45.02920150756836,38.0,67.5,37.66400146484375,66.5
45.32609939575195,38.974998474121094,71.44999694824219,37.4901008605957,67.5999984741211
45.771400451660156,39.724998474121094,71.0999984741211,37.200199127197266,68.30000305175781
46.26620101928711,39.599998474121094,70.5,37.24850082397461,71.0
46.117801666259766,39.599998474121094,69.5999984741211,36.42720031738281,69.19999694824219
45.22710037231445,39.224998474121094,68.5,35.84749984741211,68.25
46.81060028076172,38.42499923706055,68.5,36.81370162963867,64.5
47.35490036010742,38.5,66.05000305175781,37.29679870605469,62.400001525878906
47.00849914550781,38.974998474121094,65.0,37.200199127197266,61.900001525878906
47.05799865722656,38.25,64.6500015258789,38.35969924926758,59.79999923706055
47.602298736572266,37.400001525878906,62.75,39.51919937133789,59.79999923706055
48.98780059814453,38.32500076293945,64.0999984741211,39.42259979248047,58.599998474121094
49.928001403808594,38.79999923706055,67.5,39.61579895019531,56.04999923706055
49.72999954223633,39.57500076293945,67.6500015258789,39.142398834228516,57.20000076293945
49.38359832763672,38.57500076293945,68.25,38.98780059814453,57.400001525878906
49.631099700927734,37.67499923706055,71.8499984741211,39.61579895019531,59.29999923706055
48.93830108642578,37.025001525878906,72.30000305175781,39.22930145263672,59.099998474121094
47.70119857788086,36.625,72.5,39.69309997558594,57.25
49.136199951171875,37.224998474121094,71.69999694824219,39.86709976196289,59.75
48.839298248291016,36.75,72.9000015258789,38.84280014038086,58.45000076293945
47.948699951171875,38.70000076293945,71.5,39.857398986816406,60.5
47.899200439453125,39.04999923706055,71.5999984741211,40.10860061645508,59.5
48.93830108642578,38.775001525878906,71.44999694824219,40.48540115356445,61.0
49.185699462890625,39.625,70.30000305175781,39.61579895019531,61.900001525878906
48.39400100708008,38.650001525878906,70.0,40.00230026245117,60.0
48.24549865722656,39.125,68.30000305175781,39.61579895019531,58.95000076293945
47.65169906616211,40.375,68.30000305175781,39.90570068359375,61.0
47.602298736572266,40.375,68.19999694824219,39.664100646972656,61.849998474121094
47.503299713134766,39.400001525878906,68.25,39.664100646972656,62.0
47.552799224853516,39.625,67.69999694824219,38.8911018371582,63.20000076293945
47.948699951171875,39.724998474121094,66.8499984741211,38.726898193359375,63.0
48.04759979248047,40.07500076293945,67.75,39.00709915161133,64.0
48.49300003051758,39.75,67.30000305175781,39.1327018737793,64.5999984741211
47.948699951171875,40.04999923706055,66.30000305175781,39.664100646972656,64.4000015258789
47.404300689697266,39.95000076293945,69.8499984741211,40.48540115356445,63.29999923706055
46.216800689697266,39.400001525878906,67.0,41.06520080566406,63.099998474121094
46.41469955444336,39.79999923706055,68.0,40.75600051879883,63.849998474121094
46.36520004272461,39.224998474121094,67.19999694824219,39.95399856567383,62.849998474121094
45.4744987487793,39.0,66.3499984741211,40.91059875488281,63.5
43.84159851074219,39.375,66.3499984741211,41.44200134277344,63.0
43.39630126953125,38.57500076293945,65.55000305175781,41.88650131225586,60.04999923706055
43.69309997558594,39.07500076293945,67.3499984741211,41.548301696777344,61.650001525878906
44.38589859008789,38.75,68.0,39.81869888305664,60.5
43.94060134887695,38.375,66.75,40.098899841308594,59.0
43.544700622558594,38.974998474121094,65.0999984741211,39.22930145263672,57.5
42.35710144042969,38.0,64.05000305175781,39.03609848022461,59.5
43.247798919677734,38.5,63.5,38.852500915527344,60.5
43.3468017578125,38.67499923706055,64.19999694824219,38.61090087890625,59.45000076293945
45.4744987487793,38.375,63.20000076293945,39.08440017700195,60.400001525878906
47.00849914550781,38.525001525878906,64.0999984741211,39.07469940185547,57.04999923706055
46.46419906616211,38.349998474121094,61.849998474121094,39.03609848022461,56.349998474121094
45.22710037231445,37.650001525878906,58.5,38.93949890136719,56.25
45.02920150756836,37.224998474121094,57.5,38.15679931640625,56.0
44.78179931640625,39.0,55.70000076293945,36.707401275634766,56.5
44.23740005493164,38.275001525878906,55.54999923706055,37.00699996948242,53.400001525878906
44.13850021362305,37.849998474121094,53.599998474121094,37.200199127197266,57.20000076293945
45.1776008605957,38.25,56.650001525878906,36.717098236083984,60.0
44.13850021362305,38.5,55.5,35.219398498535156,60.79999923706055
42.06019973754883,37.724998474121094,52.70000076293945,33.77009963989258,57.599998474121094
43.198299407958984,36.75,53.75,33.7218017578125,59.650001525878906
44.33639907836914,37.375,56.29999923706055,35.49959945678711,58.25
46.216800689697266,38.45000076293945,59.400001525878906,35.992401123046875,59.650001525878906
45.721900939941406,38.17499923706055,57.900001525878906,35.345001220703125,59.5
46.46419906616211,38.54999923706055,58.0,34.861900329589844,60.75
47.156898498535156,38.375,57.0,35.64459991455078,63.20000076293945
47.404300689697266,39.0,57.75,35.799198150634766,63.20000076293945
45.870399475097656,38.25,55.04999923706055,34.659000396728516,61.5
46.26620101928711,38.625,56.0,34.6879997253418,63.900001525878906
46.95899963378906,38.42499923706055,56.900001525878906,34.562400817871094,64.80000305175781
46.76110076904297,39.20000076293945,57.400001525878906,33.38359832763672,65.80000305175781
46.66210174560547,39.0,59.0,32.85210037231445,65.1500015258789
47.30540084838867,39.875,60.849998474121094,33.35459899902344,66.0999984741211
48.04759979248047,39.75,60.650001525878906,32.9005012512207,65.4000015258789
48.09709930419922,40.125,59.349998474121094,33.3931999206543,63.5
47.899200439453125,40.474998474121094,59.20000076293945,33.789398193359375,63.5
48.59189987182617,40.150001525878906,63.0,33.43190002441406,63.25
49.631099700927734,40.0,62.0,33.47050094604492,61.79999923706055
48.98780059814453,39.849998474121094,60.95000076293945,34.011600494384766,61.70000076293945
48.14659881591797,39.75,60.5,34.49480056762695,61.400001525878906
47.99810028076172,40.724998474121094,61.5,34.63970184326172,61.150001525878906
48.14659881591797,41.125,62.150001525878906,34.63970184326172,62.0
48.93830108642578,41.70000076293945,65.0,35.045501708984375,65.05000305175781
49.433101654052734,42.42499923706055,68.1500015258789,35.48030090332031,66.05000305175781
49.581600189208984,42.0,69.5999984741211,36.14699935913086,67.5999984741211
48.49300003051758,40.70000076293945,68.55000305175781,36.910400390625,66.4000015258789
47.899200439453125,39.29999923706055,66.4000015258789,36.81370162963867,66.0
47.750701904296875,40.07500076293945,67.55000305175781,36.04069900512695,66.5999984741211
47.453800201416016,41.125,68.44999694824219,36.717098236083984,67.0999984741211
47.05799865722656,41.224998474121094,68.19999694824219,36.94900131225586,68.5
49.38359832763672,42.25,70.5999984741211,37.29679870605469,70.0
49.33420181274414,41.724998474121094,64.9000015258789,37.4901008605957,69.55000305175781
49.928001403808594,42.45000076293945,64.5,38.166500091552734,71.44999694824219
50.967098236083984,42.25,63.900001525878906,37.8765983581543,71.05000305175781
51.6598014831543,42.150001525878906,65.9000015258789,38.74620056152344,71.6500015258789
50.967098236083984,43.67499923706055,67.0,38.649600982666016,72.0
51.8577995300293,44.04999923706055,67.05000305175781,38.35969924926758,72.5
51.95669937133789,43.67499923706055,69.9000015258789,39.58679962158203,73.4000015258789
51.90729904174805,43.375,68.55000305175781,40.96860122680664,72.75
52.00619888305664,44.0,68.55000305175781,40.6786994934082,72.25
51.115501403808594,43.54999923706055,67.80000305175781,39.644798278808594,71.75
50.967098236083984,44.0,68.25,39.712398529052734,73.19999694824219
50.967098236083984,44.125,67.25,40.06999969482422,71.9000015258789
50.868099212646484,43.57500076293945,67.30000305175781,39.374298095703125,71.3499984741211
50.71969985961914,42.974998474121094,67.0,39.72209930419922,72.5
50.57120132446289,43.75,65.94999694824219,39.96369934082031,71.80000305175781
51.06610107421875,44.875,66.69999694824219,40.59170150756836,73.05000305175781
51.36289978027344,43.775001525878906,66.5,40.514400482177734,72.3499984741211
51.41239929199219,43.45000076293945,65.55000305175781,40.58209991455078,72.9000015258789
51.5609016418457,43.5,65.5999984741211,39.712398529052734,71.75
49.97740173339844,43.5,65.8499984741211,39.61579895019531,71.55000305175781
49.284698486328125,43.150001525878906,64.1500015258789,38.63990020751953,71.19999694824219
50.42279815673828,43.650001525878906,65.05000305175781,38.93949890136719,70.0999984741211
50.07640075683594,43.25,63.599998474121094,38.18579864501953,71.0999984741211
49.482601165771484,43.54999923706055,61.900001525878906,37.68330001831055,71.0
48.789798736572266,41.82500076293945,61.0,37.68330001831055,71.5999984741211
49.284698486328125,42.5,61.349998474121094,36.20500183105469,73.94999694824219
49.185699462890625,43.0,59.95000076293945,35.760501861572266,77.0
49.581600189208984,42.375,59.20000076293945,35.64459991455078,76.4000015258789
50.32379913330078,42.25,59.900001525878906,35.65420150756836,77.19999694824219
50.967098236083984,42.875,59.95000076293945,35.59629821777344,76.0
50.62070083618164,42.400001525878906,58.95000076293945,34.90060043334961,75.05000305175781
50.67020034790039,41.724998474121094,59.70000076293945,34.92959976196289,74.69999694824219
51.6598014831543,40.75,60.0,35.67359924316406,77.0
50.868099212646484,41.349998474121094,59.5,36.1083984375,77.5
51.8577995300293,40.974998474121094,59.0,35.94409942626953,77.3499984741211
51.51139831542969,39.92499923706055,59.0,36.340301513671875,74.25
51.6598014831543,40.42499923706055,56.0,36.369300842285156,74.0
51.41239929199219,40.974998474121094,56.45000076293945,35.54800033569336,73.0
49.68050003051758,40.42499923706055,53.0,35.799198150634766,73.05000305175781
49.97740173339844,40.875,57.0,35.75090026855469,74.5
49.72999954223633,39.775001525878906,55.599998474121094,35.94409942626953,72.80000305175781
48.69089889526367,39.25,55.70000076293945,34.88119888305664,72.1500015258789
49.433101654052734,39.70000076293945,57.099998474121094,34.98749923706055,72.0999984741211
49.38359832763672,40.0,58.150001525878906,35.277400970458984,72.5
